,Corpus,Clean,UniqueClean
10,"Qualification  12+ years experience, Bachelorâs Degree.      ",qualification bachelors degree,qualification bachelors degree
11, At least a Masterâs Degree OR a Bachelorâs Degree and a minimum of 5 years of experience At least 1 year experience in open source programming languages for large scale data analysis At least 1 year experience with machine learning At least 1 year experience with relational databases At least 1 year experience with SQL      ,least masters degree bachelors degree minimum least year open source programming languages scale data analysis least year machine least year relational databases least year sql,least masters degree bachelors minimum year open source programming languages scale data analysis machine relational databases sql
12,"    Creating machine learning models from development through testing and validation and production Cleaning and investigating large, messy data sets of numerical and textual data Integrating with external data sources and APIs to discover interesting trends Designing rich data visualizations to communicate complex ideas to customers or company leaders  ",creating machine models development testing validation production cleaning investigating messy data sets numerical textual data integrating external data sources apis discover interesting trends designing rich data visualizations communicate complex ideas customers company leaders,creating machine models development testing validation production cleaning investigating messy data sets numerical textual integrating external sources apis discover interesting trends designing rich visualizations communicate complex ideas customers company leaders
13,"    Use advanced data science techniques and machine learning to analyze player acquisition, engagement, retention, and monetization in free-to-play games.  Develop predictive models to identify likely churners, fraudsters and TOS violators, potential high LTV players, etc. â¦ Work with GreenPark's corporate partners to develop meaningful visualizations and reports on fan behavior.  Provide colleagues with information about the value and use of analytics and guide them in understanding the results.  Be a champion for the principles of self-service analytics, data democratization and data-driven decision-making across the company.     BS/MS in quantitative discipline required  math, physics, statistics, computer science, engineering, economics, etc.   Minimum 4 years of experience with game analytics.  Experience with machine learning tools, such as DataRobot, Scikit-learn, TensorFlow, TPOT, R.  Tableau mastery.  Strong SQL scripting knowledge and experience.  Proficiency in working with terabyte-scale data sets is required.  Exceptional analytical ability and business judgment.  Excellent interpersonal and communication skills.  Experience with Google BigQuery is a plus.  Experience with Atlassian products; Jira and Confluence is a plus Passion for gaming! ",use advanced data science techniques machine analyze player acquisition engagement retention monetization freetoplay games develop predictive models identify likely churners fraudsters tos violators potential ltv players greenparks corporate partners develop meaningful visualizations reports fan behavior colleagues information value use analytics guide understanding results champion principles selfservice analytics data democratization datadriven decisionmaking across company bsms quantitative discipline math physics statistics computer science engineering economics minimum game analytics machine tools datarobot scikitlearn tensorflow tpot r tableau mastery sql scripting proficiency terabytescale data sets exceptional analytical business judgment interpersonal communication google bigquery plus atlassian products jira confluence plus passion gaming,use advanced data science techniques machine analyze player acquisition engagement retention monetization freetoplay games develop predictive models identify likely churners fraudsters tos violators potential ltv players greenparks corporate partners meaningful visualizations reports fan behavior colleagues information value analytics guide understanding results champion principles selfservice democratization datadriven decisionmaking across company bsms quantitative discipline math physics statistics computer engineering economics minimum game tools datarobot scikitlearn tensorflow tpot r tableau mastery sql scripting proficiency terabytescale sets exceptional analytical business judgment interpersonal communication google bigquery plus atlassian products jira confluence passion gaming
14,"You must be a student or recent college graduate who received academic credit at an accredited college or university during the fall 2019 semester Rising junior, senior or recent college graduate preferred Available to work a full-time schedule.  Business hours are 9 a. m.  to 6 p. m. , Monday through Friday between January and May   Understand client background and needs, including general business strategy, industry issues, products and services, key customers and competitors in the marketplace Participate in strategic brainstorming sessions when invited by account leads or supervisors Create and maintain optimal data pipelines and data integration solutions Assemble large, complex data sets that meet business requirements through web scraping or APIâs Identify, design, and implement internal process improvements  automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  Mine and analyze data to drive optimization and improvement of campaign management, marketing techniques and business strategies Develop custom predictive models and machine learning algorithms tailored to clientâs business problem Coordinate with different teams to implement models and monitor outcomes  ",must student recent college graduate received academic credit accredited college university fall semester rising junior senior recent college graduate available fulltime schedule business hours p monday friday january may understand client background needs general business strategy industry issues products services key customers competitors marketplace participate strategic brainstorming sessions invited account leads supervisors create maintain optimal data pipelines data integration solutions assemble complex data sets meet business web scraping apis identify design implement internal process improvements automating manual processes optimizing data delivery redesigning infrastructure greater scalability mine analyze data drive optimization improvement campaign management marketing techniques business strategies develop custom predictive models machine algorithms tailored clients business problem coordinate different teams implement models monitor outcomes,must student recent college graduate received academic credit accredited university fall semester rising junior senior available fulltime schedule business hours p monday friday january may understand client background needs general strategy industry issues products services key customers competitors marketplace participate strategic brainstorming sessions invited account leads supervisors create maintain optimal data pipelines integration solutions assemble complex sets meet web scraping apis identify design implement internal process improvements automating manual processes optimizing delivery redesigning infrastructure greater scalability mine analyze drive optimization improvement campaign management marketing techniques strategies develop custom predictive models machine algorithms tailored clients problem coordinate different teams monitor outcomes
15,"Qualifications  7 â 10  3 years min relevant experience in the role  years experience, Bachelorâs Degree.      ",qualifications min relevant role bachelors degree,qualifications min relevant role bachelors degree
16,"      At least 5 years of relevant professional experience and/or a Masters or PhD in computer science, mathematics, statistics, linguistics, physics, computational finance, or similar quantitative field.  Strong knowledge of machine learning, computer science, mathematics, and statistics.  Strong programming skills in Python, R, and/or Scala.  Experience with NumPy, SciPy, Pandas, Scikit-Learn, TensorFlow, and Keras.  PyTorch is also acceptable.  Experience with building distributed machine learning systems using Apache Spark and a working knowledge of MLlib.  Experience with several of the following concepts  decision trees, random forests, and gradient boosting; linear regression; logistic regression; linear and non-linear dimensionality reduction using PCA, kernel methods, and dictionary learning; clustering with K-means, hierarchical clustering, and DBSCAN; autoencoders; generative models; and sequential data modeling.  ",least relevant professional andor masters phd computer science mathematics statistics linguistics physics computational finance similar quantitative machine computer science mathematics statistics programming python r andor scala numpy scipy pandas scikitlearn tensorflow keras pytorch also acceptable building distributed machine systems apache spark mllib several following concepts decision trees random forests gradient boosting linear regression logistic regression linear nonlinear dimensionality reduction pca kernel methods dictionary clustering kmeans hierarchical clustering dbscan autoencoders generative models sequential data modeling,least relevant professional andor masters phd computer science mathematics statistics linguistics physics computational finance similar quantitative machine programming python r scala numpy scipy pandas scikitlearn tensorflow keras pytorch also acceptable building distributed systems apache spark mllib several following concepts decision trees random forests gradient boosting linear regression logistic nonlinear dimensionality reduction pca kernel methods dictionary clustering kmeans hierarchical dbscan autoencoders generative models sequential data modeling
17,"Experience with A/B testing and test and control test designs Must have an in depth knowledge of statistical techniques including regressions, cluster analysis test design, non-parametric tests and forecasting methodologies.  Must have experience with big data and standardizing/ appending variables across disparate data sets Must have a working knowledge of external data sources especially as related to the consumer.  Highly analytical, results oriented, have superior organizational skills with a strong attention to details and deadlines and be able to effectively manage multiple projects/assignments simultaneously.  Intrinsic ability to look at data and identify patterns, problems, or analysis opportunities BA/BS degree required with technical focus  e. g.  mathematics, computer science, physics  MS or PhD degree preferred Minimum of 5 years of progressively complex related experience Experience with R and SQL and preferably a scripting language  Perl, Python  Comfortably interact with various members of the organization Business experience in media industry preferred, but not required    Execute the data vision strategy and goals ensuring those are consistent with the Divisionâs business requirements.  Managing the ingestion and cleansing of large data sets  big data  and developing an analytical capability to query the data and respond to user requests.  Provide thought leadership to the business and key stakeholders.  Using big data to independently generate consumer insights and manage genre based price elasticity curves and other routine analyses like affinity analysis and clusters.  Develop new approaches to understand the consumer and solve complex business problems such as optimizing product performance, gross profit and adoption.  Research new ways for modeling and predicting end-user behavior.  Designs experiments to answer targeted questions Generate actionable insights using advanced statistical techniques such as predictive statistical models, customer profiling, segmentation analysis, survey design and analysis and data mining.  Communicate statistical modeling results into measures of business impact Comfort with managing ingestion and cleansing of large unstructured data and developing analytical capability to query the data and respond to user requests using a wide range of technologies.  Comfort with experimenting with various tools and technologies with the end goal of creating innovative data driven insights at a quick pace.  Understand in depth, design and inform statistically valid tests with test and control groups and to manage the process of identifying testing strategies Comfort using extensive and often disjointed and unstructured datasets to independently generate consumer insights with the intent of creating manageable analytical processes   ",ab testing test control test designs must depth statistical techniques regressions cluster analysis test design nonparametric tests forecasting methodologies must big data standardizing appending variables across disparate data sets must external data sources especially consumer highly analytical results oriented superior organizational attention details deadlines able effectively manage multiple projectsassignments simultaneously intrinsic look data identify patterns problems analysis opportunities babs degree technical focus e g mathematics computer science physics ms phd degree minimum progressively complex r sql preferably scripting language perl python comfortably interact various members organization business media industry execute data vision strategy goals ensuring consistent divisions business managing ingestion cleansing data sets big data developing analytical capability query data respond user requests thought leadership business key stakeholders big data independently generate consumer insights manage genre based price elasticity curves routine analyses like affinity analysis clusters develop approaches understand consumer solve complex business problems optimizing product performance gross profit adoption research ways modeling predicting enduser behavior designs experiments answer targeted questions generate actionable insights advanced statistical techniques predictive statistical models customer profiling segmentation analysis survey design analysis data mining communicate statistical modeling results measures business impact comfort managing ingestion cleansing unstructured data developing analytical capability query data respond user requests wide range technologies comfort experimenting various tools technologies end goal creating innovative data driven insights quick pace understand depth design inform statistically valid tests test control groups manage process identifying testing strategies comfort extensive often disjointed unstructured datasets independently generate consumer insights intent creating manageable analytical processes,ab testing test control designs must depth statistical techniques regressions cluster analysis design nonparametric tests forecasting methodologies big data standardizing appending variables across disparate sets external sources especially consumer highly analytical results oriented superior organizational attention details deadlines able effectively manage multiple projectsassignments simultaneously intrinsic look identify patterns problems opportunities babs degree technical focus e g mathematics computer science physics ms phd minimum progressively complex r sql preferably scripting language perl python comfortably interact various members organization business media industry execute vision strategy goals ensuring consistent divisions managing ingestion cleansing developing capability query respond user requests thought leadership key stakeholders independently generate insights genre based price elasticity curves routine analyses like affinity clusters develop approaches understand solve optimizing product performance gross profit adoption research ways modeling predicting enduser behavior experiments answer targeted questions actionable advanced predictive models customer profiling segmentation survey mining communicate measures impact comfort unstructured wide range technologies experimenting tools end goal creating innovative driven quick pace inform statistically valid groups process identifying strategies extensive often disjointed datasets intent manageable processes
18," Develop overall product strategy based on measurable business value that aligns with overall strategy of the Oracle OCI Data Science service Develop an aggressively prioritized product roadmap by collaborating with engineering, marketing, and other stakeholders Lead the complete product development lifecycle in an agile environment from user-story driven product requirements to product delivery Develop technical proof-of-concepts  PoCs  and demos to de-risk feature development Help build an integration roadmap with other Oracle products Research the competitive landscape     ",develop overall product strategy based measurable business value aligns overall strategy oracle oci data science service develop aggressively prioritized product roadmap collaborating engineering marketing stakeholders lead complete product development lifecycle agile userstory driven product product delivery develop technical proofofconcepts pocs demos derisk feature development help build integration roadmap oracle products research competitive landscape,develop overall product strategy based measurable business value aligns oracle oci data science service aggressively prioritized roadmap collaborating engineering marketing stakeholders lead complete development lifecycle agile userstory driven delivery technical proofofconcepts pocs demos derisk feature help build integration products research competitive landscape
19,"   Long Lead Signal Enhancement   support the improvement of SPEâs predictive box office tools, calibrating a wide variety of data sets to support robust predictive outputs.  Creative thinking will be critical to generating meaningful insights from many disparate digital signals & datasets.  Audience / Content Insights & Ad-hoc Studies   using available data sets and machine learning tools to enable both modular and comprehensive research into drivers of moviegoing behavior, content effectiveness and an understanding of related proxy measures and data sets.  Scope of data and analysis dependent on business questions and iterative feedback to uncover new, more meaningful questions.    BA/BS degree required with technical focus  e. g.  mathematics, computer science, physics  MS or PhD degree preferred Minimum of 4-5 years of progressively complex related experience Business experience in media industry preferred, but not required ",long lead signal enhancement support improvement spes predictive box office tools calibrating wide variety data sets support robust predictive outputs creative thinking critical generating meaningful insights many disparate digital signals datasets audience content insights adhoc available data sets machine tools enable modular comprehensive research drivers moviegoing behavior content effectiveness understanding proxy measures data sets scope data analysis dependent business questions iterative feedback uncover meaningful questions babs degree technical focus e g mathematics computer science physics ms phd degree minimum progressively complex business media industry,long lead signal enhancement support improvement spes predictive box office tools calibrating wide variety data sets robust outputs creative thinking critical generating meaningful insights many disparate digital signals datasets audience content adhoc available machine enable modular comprehensive research drivers moviegoing behavior effectiveness understanding proxy measures scope analysis dependent business questions iterative feedback uncover babs degree technical focus e g mathematics computer science physics ms phd minimum progressively complex media industry
20,"Statistical Analysis and Techniques;Customer, Product and Pricing Analysis;Business and Operations Analysis within marketing, operations, or risk analysis using quantitative techniques.   Statistical Analysis and Techniques;Customer, Product and Pricing Analysis;Business and Operations Analysis within marketing, operations, or risk analysis using quantitative techniques.   Proactively assist in the management of a portfolio of clients, while reporting to Senior Managers and above Be involved in the financial management of clients Be actively involved in business development activities to help identify and research opportunities on new/existing clients Contribute to the development of your own and teamâs technical acumen Develop strategies to solve complex technical challenges Assist in the management and delivering of large projects Train, coach, and supervise staff Keep up to date with local and national business and economic issues Continue to develop internal relationships and your PwC brand Statistical Analysis and Techniques;Customer, Product and Pricing Analysis;Business and Operations Analysis within marketing, operations, or risk analysis using quantitative techniques.  Statistical Analysis and Techniques;Customer, Product and Pricing Analysis;Business and Operations Analysis within marketing, operations, or risk analysis using quantitative techniques. ",statistical analysis techniquescustomer product pricing analysisbusiness operations analysis within marketing operations risk analysis quantitative techniques statistical analysis techniquescustomer product pricing analysisbusiness operations analysis within marketing operations risk analysis quantitative techniques proactively assist management portfolio clients reporting senior managers involved financial management clients actively involved business development activities help identify research opportunities newexisting clients contribute development teams technical acumen develop strategies solve complex technical challenges assist management delivering projects train coach supervise staff keep date local national business economic issues continue develop internal relationships pwc brand statistical analysis techniquescustomer product pricing analysisbusiness operations analysis within marketing operations risk analysis quantitative techniques statistical analysis techniquescustomer product pricing analysisbusiness operations analysis within marketing operations risk analysis quantitative techniques,statistical analysis techniquescustomer product pricing analysisbusiness operations within marketing risk quantitative techniques proactively assist management portfolio clients reporting senior managers involved financial actively business development activities help identify research opportunities newexisting contribute teams technical acumen develop strategies solve complex challenges delivering projects train coach supervise staff keep date local national economic issues continue internal relationships pwc brand
21," Currently pursuing a degree or graduated within the last 12 months with a degree in the following fields  Electrical Engineering, Computer Science, Data Science, Statistics, or other related fields.  Prefer MS  or BS with 2+ yearsâ experience  Energized by creating AI solutions that can positively impact the work and lives of millions of people.  Strong passion for data-driven learning.  Excited by the prospect of working on a wide variety of datasets and AI applications, across many products and engineering teams.  Believe that data science is a team sport.  Love being an active member of a diverse and inclusive cohort.  Strong background in machine learning and/or statistics.  1. 5+ yearsâ experience in probabilistic graphical models/Bayesian networks/deep learning/reinforcement learning/time series/active learning, or other modeling paradigms.  Experience in Python/R/Scala or similar Research publications are a plus.  Excellent written and oral communication skills.      Research, develop, and implement AI solutions in application projects for Microsoftâs products and services.  Select and apply appropriate statistical and machine learning techniques to large-scale, high-dimensional data.  Integrate AI solutions into the overall product or service.  Stay current with the latest research and technology and communicate your knowledge throughout the organization.  Take responsibility for preparing data for analysis, review data preparation/ETL code and provide critical feedback on issues of data integrity.  Share knowledge by clearly articulating results and ideas to customers, managers, and key decision makers.  Up to 10% travel may be required.   ",currently pursuing degree graduated within last months degree following fields electrical engineering computer science data science statistics fields prefer ms bs energized creating ai solutions positively impact lives millions people passion datadriven excited prospect wide variety datasets ai applications across many products engineering teams believe data science team sport love active member diverse inclusive cohort background machine andor statistics probabilistic graphical modelsbayesian networksdeep learningreinforcement learningtime seriesactive modeling paradigms pythonrscala similar research publications plus written oral communication research develop implement ai solutions application projects microsofts products services select apply appropriate statistical machine techniques largescale highdimensional data integrate ai solutions overall product service stay current latest research technology communicate throughout organization take responsibility preparing data analysis review data preparationetl code critical feedback issues data integrity share clearly articulating results ideas customers managers key decision makers travel may,currently pursuing degree graduated within last months following fields electrical engineering computer science data statistics prefer ms bs energized creating ai solutions positively impact lives millions people passion datadriven excited prospect wide variety datasets applications across many products teams believe team sport love active member diverse inclusive cohort background machine andor probabilistic graphical modelsbayesian networksdeep learningreinforcement learningtime seriesactive modeling paradigms pythonrscala similar research publications plus written oral communication develop implement application projects microsofts services select apply appropriate statistical techniques largescale highdimensional integrate overall product service stay current latest technology communicate throughout organization take responsibility preparing analysis review preparationetl code critical feedback issues integrity share clearly articulating results ideas customers managers key decision makers travel may
22," Bachelor's Degree in Computer Science, Information Technology, Engineering  any , CIS, MIS or a related field.  Relevant experience in workforce/human capital analysis, business/finance/economics, operation research, and/or system engineering.  Demonstrated experience to apply scientific approaches to analyze qualitative and quantitative data to ensure rigor in data quality.  Demonstrated experience in data collection and analysis     ",bachelors degree computer science information technology engineering cis mis relevant workforcehuman capital analysis businessfinanceeconomics operation research andor engineering demonstrated apply scientific approaches analyze qualitative quantitative data rigor data demonstrated data collection analysis,bachelors degree computer science information technology engineering cis mis relevant workforcehuman capital analysis businessfinanceeconomics operation research andor demonstrated apply scientific approaches analyze qualitative quantitative data rigor collection
