,Corpus,Clean,UniqueClean
106," 4+ years of experience in software development, a substantial part of which was gained in a high-throughput, decision-automation related environment.  2+ years of experience in working with big data using technologies like Spark, Kafka, Flink, Hadoop, and NoSQL datastores.  1+ years of experience on distributed, high throughput and low latency architecture.  1+ years of experience deploying or managing data pipelines for supporting data-science-driven decisioning at scale.  A successful track-record of manipulating, processing and extracting value from large disconnected datasets.     ",software development substantial part gained highthroughput decisionautomation big data technologies like spark kafka flink hadoop nosql datastores distributed throughput low latency architecture deploying managing data pipelines supporting datasciencedriven decisioning scale successful trackrecord manipulating processing extracting value disconnected datasets,software development substantial part gained highthroughput decisionautomation big data technologies like spark kafka flink hadoop nosql datastores distributed throughput low latency architecture deploying managing pipelines supporting datasciencedriven decisioning scale successful trackrecord manipulating processing extracting value disconnected datasets
107," C  programming and . NET platform experience Azure Data Architecture Experience with data lakes, MS SQL, Data Bricks NoSQL environments such as CosmosDB Engineering and/or software development experience and demonstrable architecture experience at enterprise scale History of working successfully with cross-functional engineering teams Structured, Unstructured, Semi-Structured Data techniques and processes Working knowledge of open source Apache products, such as Hadoop  Profile and analyze data in designing scalable solutions Develop highly scalable and extensible Big Data platforms which enable collection, storage, modeling, and analysis of massive data sets including those from streaming data Leverage technologies such as CosmosDB and Gremlin API / Graph Model to host high speed applications at global scale.  Analyze, develop, and maintain data pipelines from internal and external sources Ability to adapt to new technologies and learn quickly  ",c programming net platform azure data architecture data lakes ms sql data bricks nosql environments cosmosdb engineering andor software development demonstrable architecture enterprise scale history successfully crossfunctional engineering teams structured unstructured semistructured data techniques processes open source apache products hadoop profile analyze data designing scalable solutions develop highly scalable extensible big data platforms enable collection storage modeling analysis massive data sets streaming data leverage technologies cosmosdb gremlin api graph model host speed applications global scale analyze develop maintain data pipelines internal external sources adapt technologies learn quickly,c programming net platform azure data architecture lakes ms sql bricks nosql environments cosmosdb engineering andor software development demonstrable enterprise scale history successfully crossfunctional teams structured unstructured semistructured techniques processes open source apache products hadoop profile analyze designing scalable solutions develop highly extensible big platforms enable collection storage modeling analysis massive sets streaming leverage technologies gremlin api graph model host speed applications global maintain pipelines internal external sources adapt learn quickly
108," C  programming and . NET platform experience Azure Data Architecture Experience with data lakes, MS SQL, Data Bricks NoSQL environments such as CosmosDB Engineering and/or software development experience and demonstrable architecture experience at enterprise scale History of working successfully with cross-functional engineering teams Structured, Unstructured, Semi-Structured Data techniques and processes Working knowledge of open source Apache products, such as Hadoop  Profile and analyze data in designing scalable solutions Develop highly scalable and extensible Big Data platforms which enable collection, storage, modeling, and analysis of massive data sets including those from streaming data Leverage technologies such as CosmosDB and Gremlin API / Graph Model to host high speed applications at global scale.  Analyze, develop, and maintain data pipelines from internal and external sources Ability to adapt to new technologies and learn quickly  ",c programming net platform azure data architecture data lakes ms sql data bricks nosql environments cosmosdb engineering andor software development demonstrable architecture enterprise scale history successfully crossfunctional engineering teams structured unstructured semistructured data techniques processes open source apache products hadoop profile analyze data designing scalable solutions develop highly scalable extensible big data platforms enable collection storage modeling analysis massive data sets streaming data leverage technologies cosmosdb gremlin api graph model host speed applications global scale analyze develop maintain data pipelines internal external sources adapt technologies learn quickly,c programming net platform azure data architecture lakes ms sql bricks nosql environments cosmosdb engineering andor software development demonstrable enterprise scale history successfully crossfunctional teams structured unstructured semistructured techniques processes open source apache products hadoop profile analyze designing scalable solutions develop highly extensible big platforms enable collection storage modeling analysis massive sets streaming leverage technologies gremlin api graph model host speed applications global maintain pipelines internal external sources adapt learn quickly
109,"8+ years of experience in software development, a substantial part of which was gained in a high-throughput, decision-automation related environment.  4+ years of experience in working with big data using technologies like Spark, Kafka, Flink, Hadoop, and NoSQL datastores.  3+ years of experience on distributed, high-throughput and low-latency architecture.  1+ years of experience deploying or managing data pipelines for supporting data-science-driven decisioning at scale.  Limited immigration sponsorship may be available.     ",software development substantial part gained highthroughput decisionautomation big data technologies like spark kafka flink hadoop nosql datastores distributed highthroughput lowlatency architecture deploying managing data pipelines supporting datasciencedriven decisioning scale limited immigration sponsorship may available,software development substantial part gained highthroughput decisionautomation big data technologies like spark kafka flink hadoop nosql datastores distributed lowlatency architecture deploying managing pipelines supporting datasciencedriven decisioning scale limited immigration sponsorship may available
110,"  Experience Range  2-5 years  Fresh Graduates must be top-ranked and exceptionally qualified  Bachelor or higher Degree in information systems or computer science Understanding of Data Integration flavors Solid understanding of SQL and good grasp of relational and analytical database management theory and practice.  Good knowledge of software development and architectural patterns.  Technical skills include Java development, JDBC, XML, Web Service related APIs, experience with version control systems  e. g.  SVN, git .  Basic experience in Big Data, NoSQL, and InMemory environments is welcome.  Experience in Windows & Linux  and UNIX  operating systems in server environments.  Personal and Relationship qualities  Professional curiosity and the ability to enable yourself in new technologies and tasks.  Active listener.  Curiosity and continuous learning.  Creativity.  Team worker.  Communications  Good written/verbal communication skills in English  other international languages a plus  are essential for interaction with clients, making presentations, attending meetings and writing technical documentation.  Willingness to travel.   Conception, implementation, and execution of customer-specific integration projects based on the Denodo Platform.  Education, coaching and support during the introduction as well as ongoing projects of the Denodo Platform to achieve high level of client satisfaction.  Diagnose and resolve clients inquiries related to operating Denodo software products in their environment.  Participate in problem escalation and call prevention projects to help clients and other technical specialists increase their efficiency when using Denodo products.  Contribute to knowledge management activities and promote best practices for project execution.  Implement product demos and pilots to showcase Data Virtualization in enterprise scenarios, cloud deployments and Big Data projects.  Provide timely, prioritized and complete customer-based feedback to Product Management, Sales, Support and/or Development regarding clientâs business cases, requirements and issues.   ",range fresh graduates must topranked exceptionally qualified bachelor higher degree information systems computer science understanding data integration flavors solid understanding sql good grasp relational analytical database management theory practice good software development architectural patterns technical include java development jdbc xml web service apis version control systems e g svn git basic big data nosql inmemory environments welcome windows linux unix operating systems server environments personal relationship qualities professional curiosity enable technologies tasks active listener curiosity continuous creativity team worker communications good writtenverbal communication english international languages plus essential interaction clients making presentations attending meetings writing technical documentation willingness travel conception implementation execution customerspecific integration projects based denodo platform education coaching support introduction well ongoing projects denodo platform achieve level client satisfaction diagnose resolve clients inquiries operating denodo software products participate problem escalation call prevention projects help clients technical specialists increase efficiency denodo products contribute management activities promote best practices project execution implement product demos pilots showcase data virtualization enterprise scenarios cloud deployments big data projects timely prioritized complete customerbased feedback product management sales support andor development regarding clients business cases issues,range fresh graduates must topranked exceptionally qualified bachelor higher degree information systems computer science understanding data integration flavors solid sql good grasp relational analytical database management theory practice software development architectural patterns technical include java jdbc xml web service apis version control e g svn git basic big nosql inmemory environments welcome windows linux unix operating server personal relationship qualities professional curiosity enable technologies tasks active listener continuous creativity team worker communications writtenverbal communication english international languages plus essential interaction clients making presentations attending meetings writing documentation willingness travel conception implementation execution customerspecific projects based denodo platform education coaching support introduction well ongoing achieve level client satisfaction diagnose resolve inquiries products participate problem escalation call prevention help specialists increase efficiency contribute activities promote best practices project implement product demos pilots showcase virtualization enterprise scenarios cloud deployments timely prioritized complete customerbased feedback sales andor regarding business cases issues
111,"   Serve as a member of a data team that solves complex challenges and builds working database solutions using SQL Server, T-SQL, SSIS, stored procedures, views, user-defined functions, and table functions Develop solutions and contributing to development, leveraging Object-Oriented programming techniques  . Net , Software Development Lifecycles, Unit Test Techniques, and Debugging/Analytical Techniques.  Collaborate with the team to develop database structures that fit into the overall architecture of the systems under development.  Code, install, optimize, and debug database queries and stored procedures using appropriate tools and editors.  Perform code reviews and provide feedback in a timely manner.  Promote collective code ownership for everyone to have visibility into the feature codebase.  Present technical ideas and concepts in business-friendly language.  Provide recommendations, analysis, and evaluation of systems improvements, optimization, development, and maintenance efforts, including capacity planning.  Identify and correct performance bottlenecks related to SQL code.  Support timely production releases and adherence to release activities.  Contribute to data retention strategy.    ",serve member data team solves complex challenges builds database solutions sql server tsql ssis stored procedures views userdefined functions table functions develop solutions contributing development leveraging objectoriented programming techniques net software development lifecycles unit test techniques debugginganalytical techniques collaborate team develop database structures fit overall architecture systems development code install optimize debug database queries stored procedures appropriate tools editors perform code reviews feedback timely manner promote collective code ownership everyone visibility feature codebase present technical ideas concepts businessfriendly language recommendations analysis evaluation systems improvements optimization development maintenance efforts capacity planning identify correct performance bottlenecks sql code support timely production releases adherence release activities contribute data retention strategy,serve member data team solves complex challenges builds database solutions sql server tsql ssis stored procedures views userdefined functions table develop contributing development leveraging objectoriented programming techniques net software lifecycles unit test debugginganalytical collaborate structures fit overall architecture systems code install optimize debug queries appropriate tools editors perform reviews feedback timely manner promote collective ownership everyone visibility feature codebase present technical ideas concepts businessfriendly language recommendations analysis evaluation improvements optimization maintenance efforts capacity planning identify correct performance bottlenecks support production releases adherence release activities contribute retention strategy
112,"At least 5 years of Consulting or client service delivery experience on Amazon AWS  AWS At least 5 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL and data warehouse solutionsExtensive experience providing practical direction within the AWS Native and HadoopExperience with private and public cloud architectures, pros/cons, and migration considerations. Minimum of 5 years of hands-on experience in AWS and Big Data technologies such as Java, Node. js, C  , Python, SQL, EC2, S3, Lambda, Spark/SparkSQL, Hive/MR, Pig, Oozie and streaming technologies such as Kafka, Kinesis, NiFI etc. Extensive hands-on experience implementing data migration and data processing using AWS services  VPC/SG, EC2, S3, AutoScaling, CloudFormation, LakeFormation, DMS, Kinesis, Kafka, Nifi, CDC processing Redshift, Snowflake, RDS, Aurora, Neptune, DynamoDB, Hive, NoSQL, Cloudtrail, CloudWatch, Docker, Lambda, Spark,Glue, Sage Maker, AI/ML, API GW, etc. 5+ years of hands on experience in programming languages such as Java, c , node. js, python, pyspark, spark, SQL, Unix shell/Perl scripting etc. Minimum of 5 years of RDBMS experienceExperience in using Hadoop File Formats and compression techniquesExperience working with DevOps tools such as GitLabs, Jenkins, CodeBuild, CoePipeline CodeDeploy, etc. Bachelors or higher degree in Computer Science or a related discipline.  DevOps on an AWS platform.  Multi-cloud experience a plus. Experience developing and deploying ETL solutions on AWS using tools like Talend, Informatica, MatillionStrong in Java, C  , Spark, PySpark, Unix shell/Perl scriptingIoT, event-driven, microservices, containers/Kubernetes in the cloud    Proven ability to build, manage and foster a team-oriented environment Proven ability to work creatively and analytically in a problem-solving environment Desire to work in an information systems environment Excellent communication  written and oral  and interpersonal skills Excellent leadership and management skills",least consulting client service delivery amazon aws aws least developing data ingestion data processing analytical pipelines big data relational databases nosql data warehouse solutionsextensive providing practical direction within aws native hadoopexperience private public cloud architectures proscons migration considerations minimum handson aws big data technologies java node js c python sql ec lambda sparksparksql hivemr pig oozie streaming technologies kafka kinesis nifi extensive handson implementing data migration data processing aws services vpcsg ec autoscaling cloudformation lakeformation dms kinesis kafka nifi cdc processing redshift snowflake rds aurora neptune dynamodb hive nosql cloudtrail cloudwatch docker lambda sparkglue sage maker aiml api gw hands programming languages java c node js python pyspark spark sql unix shellperl scripting minimum rdbms experienceexperience hadoop file formats compression techniquesexperience devops tools gitlabs jenkins codebuild coepipeline codedeploy bachelors higher degree computer science discipline devops aws platform multicloud plus developing deploying etl solutions aws tools like talend informatica matillionstrong java c spark pyspark unix shellperl scriptingiot eventdriven microservices containerskubernetes cloud proven build manage foster teamoriented proven creatively analytically problemsolving desire information systems communication written oral interpersonal leadership management,least consulting client service delivery amazon aws developing data ingestion processing analytical pipelines big relational databases nosql warehouse solutionsextensive providing practical direction within native hadoopexperience private public cloud architectures proscons migration considerations minimum handson technologies java node js c python sql ec lambda sparksparksql hivemr pig oozie streaming kafka kinesis nifi extensive implementing services vpcsg autoscaling cloudformation lakeformation dms cdc redshift snowflake rds aurora neptune dynamodb hive cloudtrail cloudwatch docker sparkglue sage maker aiml api gw hands programming languages pyspark spark unix shellperl scripting rdbms experienceexperience hadoop file formats compression techniquesexperience devops tools gitlabs jenkins codebuild coepipeline codedeploy bachelors higher degree computer science discipline platform multicloud plus deploying etl solutions like talend informatica matillionstrong scriptingiot eventdriven microservices containerskubernetes proven build manage foster teamoriented creatively analytically problemsolving desire information systems communication written oral interpersonal leadership management
113,"2+ years' experience building data solutions including AWS S3, EMR, and Redshift, Tableau and Tableau server Expert SQL scripting skills; R, Python, or SAS preferred but not required Ability to effectively build relationships across the business at all levels Self-starter, entrepreneurial, high-energy who can take initiative in a fast-moving environment Strong technical understanding of current and emerging business intelligence and analytics technologies    Act as data strategist responsible for the short and long term vision of data management, warehouse performance, and data architecture supporting both business intelligence and prescriptive analytics Partner with both internal stakeholders and external vendors involved in project definition, design and planning, and mapping the data journey from source through consumer  data visualization, application, or predictive model  Gather, document, and analyze business requirements; establish and prioritize efforts to deliver data models that support business needs Design, develop, test and deploy data models, data collection, and transformation components.  Determine best point for transformations, calculations, and joins  e. g.  data lake, data warehouse, or Tableau data source  Troubleshoot and support existing data workflow processes; deliver fixes and optimizations where appropriate Work closely with CIO, Chief Architect, and Chief Analytics Officer on data governance and planning - ensure scalability and sustainability of business intelligence data architecture  ",building data solutions aws emr redshift tableau tableau server expert sql scripting r python sas effectively build relationships across business levels selfstarter entrepreneurial highenergy take initiative fastmoving technical understanding current emerging business intelligence analytics technologies act data strategist responsible short long term vision data management warehouse performance data architecture supporting business intelligence prescriptive analytics partner internal stakeholders external vendors involved project definition design planning mapping data journey source consumer data visualization application predictive model gather document analyze business establish prioritize efforts deliver data models support business needs design develop test deploy data models data collection transformation components determine best point transformations calculations joins e g data lake data warehouse tableau data source troubleshoot support existing data workflow processes deliver fixes optimizations appropriate closely cio chief architect chief analytics officer data governance planning scalability sustainability business intelligence data architecture,building data solutions aws emr redshift tableau server expert sql scripting r python sas effectively build relationships across business levels selfstarter entrepreneurial highenergy take initiative fastmoving technical understanding current emerging intelligence analytics technologies act strategist responsible short long term vision management warehouse performance architecture supporting prescriptive partner internal stakeholders external vendors involved project definition design planning mapping journey source consumer visualization application predictive model gather document analyze establish prioritize efforts deliver models support needs develop test deploy collection transformation components determine best point transformations calculations joins e g lake troubleshoot existing workflow processes fixes optimizations appropriate closely cio chief architect officer governance scalability sustainability
114,"At least 5 years of consulting or client service delivery experience on Azure  DevOps on an Azure platform    Proven ability to build, manage and foster a team-oriented environment ",least consulting client service delivery azure devops azure platform proven build manage foster teamoriented,least consulting client service delivery azure devops platform proven build manage foster teamoriented
115,"3+ years experience programming with Python is required 3+ years in an ETL or Data Engineering role, building and implementing data pipelines Strong skills with PySpark and SQL with the ability to write efficient queries Familiarity with AWS big data services  S3, Redshift, Glue, EC2, Lambda, SageMaker, Dynamo Experience working in a highly collaborative environment - we do Agile using sprints, planning, retro, etc.  Experience with Airflow and other open source technologies Excited and willing to learn new things Background in computer science, engineering, mathematics, related field, or equivalent work experience  Collaborate with our reporting, analytics, and data science teams to understand data sources and business requirements Work within a collaborative team, adhering to Agile best practices, documentation, and knowledge sharing Gather, clean, enrich, and transform data to feed internal and external client needs Define, build, test, and implement data pipelines, batch and streaming Monitor pipeline performance and document infrastructure changes Make code decisions and adhere to best practices for ETL and programming Contribute to our overall architecture and pipeline design and make contributions to the product road map  ",programming python etl data engineering role building implementing data pipelines pyspark sql write efficient queries familiarity aws big data services redshift glue ec lambda sagemaker dynamo highly collaborative agile sprints planning retro airflow open source technologies excited willing learn things background computer science engineering mathematics collaborate reporting analytics data science teams understand data sources business within collaborative team adhering agile best practices documentation sharing gather clean enrich transform data feed internal external client needs define build test implement data pipelines batch streaming monitor pipeline performance document infrastructure changes make code decisions adhere best practices etl programming contribute overall architecture pipeline design make contributions product road map,programming python etl data engineering role building implementing pipelines pyspark sql write efficient queries familiarity aws big services redshift glue ec lambda sagemaker dynamo highly collaborative agile sprints planning retro airflow open source technologies excited willing learn things background computer science mathematics collaborate reporting analytics teams understand sources business within team adhering best practices documentation sharing gather clean enrich transform feed internal external client needs define build test implement batch streaming monitor pipeline performance document infrastructure changes make code decisions adhere contribute overall architecture design contributions product road map
116,"Pursuing a Bachelor's degree in Technology, with a focus on Machine Learning and / or Data Science.  Interest in Machine Learning algorithms, techniques and methodologies and growing in that space Familiarity with Semi-Structured, and Unstructured databases, algorithms, techniques and methodologies Familiarity with one or more general purpose programming language including but not limited to Python and C++.  Demonstrated ability to learn quickly and has a passion for emerging digital technologies Comfortable with communicating clearly and concisely across a variety of audiences including technology and business.  Ability to think strategically as well as tactically in order to drive ideas into action.  Ability to collaborate in a team-oriented, dynamic environment Pursuing a Bachelor's degree in Technology, with a focus on Machine Learning and / or Data Science.  Interest in Machine Learning algorithms, techniques and methodologies and growing in that space Familiarity with Semi-Structured, and Unstructured databases, algorithms, techniques and methodologies Familiarity with one or more general purpose programming language including but not limited to Python and C++.  Demonstrated ability to learn quickly and has a passion for emerging digital technologies Comfortable with communicating clearly and concisely across a variety of audiences including technology and business.  Ability to think strategically as well as tactically in order to drive ideas into action.  Ability to collaborate in a team-oriented, dynamic environment Conceptual, analytical thinker, with a real passion for data exploration and design Exposure to business intelligence which includes Databases, ETL, Machine Learning, and Data Mining Participate in hands-on technical projects and enthusiastic to tackle problems supporting our team.  Shows great attention to detail  Pursuing a Bachelor's degree in Technology, with a focus on Machine Learning and / or Data Science.  Interest in Machine Learning algorithms, techniques and methodologies and growing in that space Familiarity with Semi-Structured, and Unstructured databases, algorithms, techniques and methodologies Familiarity with one or more general purpose programming language including but not limited to Python and C++.  Demonstrated ability to learn quickly and has a passion for emerging digital technologies Comfortable with communicating clearly and concisely across a variety of audiences including technology and business.  Ability to think strategically as well as tactically in order to drive ideas into action.  Ability to collaborate in a team-oriented, dynamic environment",pursuing bachelors degree technology focus machine data science interest machine algorithms techniques methodologies growing space familiarity semistructured unstructured databases algorithms techniques methodologies familiarity one general purpose programming language limited python c demonstrated learn quickly passion emerging digital technologies comfortable communicating clearly concisely across variety audiences technology business think strategically well tactically order drive ideas action collaborate teamoriented dynamic pursuing bachelors degree technology focus machine data science interest machine algorithms techniques methodologies growing space familiarity semistructured unstructured databases algorithms techniques methodologies familiarity one general purpose programming language limited python c demonstrated learn quickly passion emerging digital technologies comfortable communicating clearly concisely across variety audiences technology business think strategically well tactically order drive ideas action collaborate teamoriented dynamic conceptual analytical thinker real passion data exploration design exposure business intelligence includes databases etl machine data mining participate handson technical projects enthusiastic tackle problems supporting team shows great attention detail pursuing bachelors degree technology focus machine data science interest machine algorithms techniques methodologies growing space familiarity semistructured unstructured databases algorithms techniques methodologies familiarity one general purpose programming language limited python c demonstrated learn quickly passion emerging digital technologies comfortable communicating clearly concisely across variety audiences technology business think strategically well tactically order drive ideas action collaborate teamoriented dynamic,pursuing bachelors degree technology focus machine data science interest algorithms techniques methodologies growing space familiarity semistructured unstructured databases one general purpose programming language limited python c demonstrated learn quickly passion emerging digital technologies comfortable communicating clearly concisely across variety audiences business think strategically well tactically order drive ideas action collaborate teamoriented dynamic conceptual analytical thinker real exploration design exposure intelligence includes etl mining participate handson technical projects enthusiastic tackle problems supporting team shows great attention detail
117,"  Prioritizes and executes rapid raw data collection from source systems, targets and implements efficient storage of, employs fast and reliable access patterns.  Understands system protocols, how systems operate and data flows.  Aware of current and emerging technology tools and their benefits.  Expected to independently develop a full software stack.  Understands the building blocks, interactions, dependencies, and tools required to complete software and automation work.  Independent study of evolving technology is expected.  Drives engineering projects by developing software solutions; conducting tests and inspections; building reports and calculations.  Strong focus on innovation and enablement, contributes to designs to implement new ideas which improve an existing and new system/process/service.  Understands and can apply new industry perspectives to our existing business and data models.  Reviews existing designs and processes to highlight more efficient ways to complete existing workload more effectively through industry perspectives.  Maintains knowledge of existing technology documents.  Writes basic documentation on how technology works using collaboration tools like Confluence.  Creates clear documentation for new code and systems used.  Documenting systems designs, presentations, and business requirements for consumption and consideration at the manager level.  Collaborates with technical teams and utilizes system expertise to deliver technical solutions.  Continuously learns and teaches others existing and new technologies.  Contributes to the development of others through mentoring or in-house workshops and learning sessions.  Drives team practices and procedures to achieve repeatable success and defined expectation of services Provides a significant collaborative role in long-term department planning, with focus on initiatives achieving data empowerment, operational efficiency and sustainability Monitors and evaluates overall strategic data infrastructure; tracks system efficiency and reliability; identifies and recommends efficiency improvements and mitigates operational vulnerabilities.    Bachelorâs degree or relevant work experience in Computer Science, Mathematics, Electrical Engineering or related technical discipline.  Prior experience in Capital Markets strongly preferred.  5+ years of experience developing software in a professional environment  preferably financial services but not required  3 years of hands on Data Driven Enterprise Application development, preferable in financial industry Strong understanding of Enterprise architecture patterns, Object Oriented & Service Oriented principles, design patterns, industry best practices Foundational knowledge of data structures, algorithms, and designing for performance.  Proficiency in programming in Java, C  or Python and willingness to learn and adopt new languages as necessary Experience in database technology like MSSQL and one of key value and document databases like MongoDb, Dynamo Db, Casandra.  Exposure to containers, microservices, distributed systems architecture, orchestrators and cloud computing.  Comfortable with core programming concepts and techniques  e. g.  concurrency, memory management  Enjoys working with algorithms and data structures  e. g.  trees, hash maps, queues  Data Analytics and Data Science experience will be a plus.  Good sense of user interaction and usability design to provide an intuitive, seamless end user experience.  Excellent communications skills and the ability to work with subject matter expert to extract critical business concepts.  Ability to work and potentially lead in an Agile methodology environment.  ",prioritizes executes rapid raw data collection source systems targets implements efficient storage employs fast reliable access patterns understands protocols systems operate data flows aware current emerging technology tools benefits expected independently develop full software stack understands building blocks interactions dependencies tools complete software automation independent study evolving technology expected drives engineering projects developing software solutions conducting tests inspections building reports calculations focus innovation enablement contributes designs implement ideas improve existing systemprocessservice understands apply industry perspectives existing business data models reviews existing designs processes highlight efficient ways complete existing workload effectively industry perspectives maintains existing technology documents writes basic documentation technology works collaboration tools like confluence creates clear documentation code systems used documenting systems designs presentations business consumption consideration manager level collaborates technical teams utilizes expertise deliver technical solutions continuously learns teaches others existing technologies contributes development others mentoring inhouse workshops sessions drives team practices procedures achieve repeatable success defined expectation services provides significant collaborative role longterm department planning focus initiatives achieving data empowerment operational efficiency sustainability monitors evaluates overall strategic data infrastructure tracks efficiency reliability identifies recommends efficiency improvements mitigates operational vulnerabilities bachelors degree relevant computer science mathematics electrical engineering technical discipline prior capital markets strongly developing software professional preferably financial services hands data driven enterprise application development preferable financial industry understanding enterprise architecture patterns object oriented service oriented principles design patterns industry best practices foundational data structures algorithms designing performance proficiency programming java c python willingness learn adopt languages necessary database technology like mssql one key value document databases like mongodb dynamo db casandra exposure containers microservices distributed systems architecture orchestrators cloud computing comfortable core programming concepts techniques e g concurrency memory management enjoys algorithms data structures e g trees hash maps queues data analytics data science plus good sense user interaction usability design intuitive seamless end user communications subject matter expert extract critical business concepts potentially lead agile methodology,prioritizes executes rapid raw data collection source systems targets implements efficient storage employs fast reliable access patterns understands protocols operate flows aware current emerging technology tools benefits expected independently develop full software stack building blocks interactions dependencies complete automation independent study evolving drives engineering projects developing solutions conducting tests inspections reports calculations focus innovation enablement contributes designs implement ideas improve existing systemprocessservice apply industry perspectives business models reviews processes highlight ways workload effectively maintains documents writes basic documentation works collaboration like confluence creates clear code used documenting presentations consumption consideration manager level collaborates technical teams utilizes expertise deliver continuously learns teaches others technologies development mentoring inhouse workshops sessions team practices procedures achieve repeatable success defined expectation services provides significant collaborative role longterm department planning initiatives achieving empowerment operational efficiency sustainability monitors evaluates overall strategic infrastructure tracks reliability identifies recommends improvements mitigates vulnerabilities bachelors degree relevant computer science mathematics electrical discipline prior capital markets strongly professional preferably financial hands driven enterprise application preferable understanding architecture object oriented service principles design best foundational structures algorithms designing performance proficiency programming java c python willingness learn adopt languages necessary database mssql one key value document databases mongodb dynamo db casandra exposure containers microservices distributed orchestrators cloud computing comfortable core concepts techniques e g concurrency memory management enjoys trees hash maps queues analytics plus good sense user interaction usability intuitive seamless end communications subject matter expert extract critical potentially lead agile methodology
