,Corpus,Clean,UniqueClean
161,"2-3 years of experience working in a Database / Network Operations Center Required.  Experience with MySQL, SQL Server or Oracle is required.  The ability to respond to pages within time determined by SLA, handle entry level database tasks for Oracle, MySQL, and SQL Server, escalate all other pages to appropriate person  training provided for database tasks .  An attention to detail, but also the ability to see the bigger picture.  Candidate must be able to work comfortably in a fast-paced environment and operate with a sense of urgency.  Excellent verbal and written communication skills.  Effectively work in a team environment with strong interpersonal and collaboration skills.  Skilled in problem analysis and resolution techniques.  Capable of effective time management and tracking of such time.  Knowledge of Customer Relationship Management  CRM  best practices.  College Degree preferred but will consider applicants with equivalent work related experience.     ",database network operations center mysql sql server oracle respond pages within time determined sla handle entry level database tasks oracle mysql sql server escalate pages appropriate person training provided database tasks attention detail also see bigger picture candidate must able comfortably fastpaced operate sense urgency verbal written communication effectively team interpersonal collaboration skilled problem analysis resolution techniques capable effective time management tracking time customer relationship management crm best practices college degree consider applicants,database network operations center mysql sql server oracle respond pages within time determined sla handle entry level tasks escalate appropriate person training provided attention detail also see bigger picture candidate must able comfortably fastpaced operate sense urgency verbal written communication effectively team interpersonal collaboration skilled problem analysis resolution techniques capable effective management tracking customer relationship crm best practices college degree consider applicants
162,"    Bachelor's degree  in technical, management or related field  or equivalent  Knowledge of Software Development Life Cycle, business processes, and work flow",bachelors degree technical management software development life cycle business processes flow,bachelors degree technical management software development life cycle business processes flow
163,"   Database administration on Oracle servers which is crucial for this role.  Install database scripts and software applications on both database and web application servers Analyze and define database and security requirements Develop database queries and apply patches in test and patch environment Coordinate with Testers and Test Leads for backup, rollback and recovery plans Configure, maintain, and support databases in an enterprise operations environment per application instructions or requirements Interface with Data Engineering and Data Administration Group and various software developers to resolve daily database issues Troubleshoot issues stemming from a wide range of errors including problematic database scripts, IIS configuration, Windows application errors, etc.   Bachelor's degree in Computer Science, Business Information Systems, Engineering or a related field highly desired Minimum of 2 years hands-on experience with Oracle databases   Experience in Oracle 11, Oracle 12 and Oracle 12C Experience with Windows Server Basic understanding of and experience working with SDLC process Ability to communicate complex ideas verbally and in a written format Successful candidate is subject to a background investigation by the government and must be able to meet the requirements to hold a Government Clearance.  Must be a US Citizen Must have an Active Secret clearance.  ",database administration oracle servers crucial role install database scripts software applications database web application servers analyze define database security develop database queries apply patches test patch coordinate testers test leads backup rollback recovery plans configure maintain support databases enterprise operations per application instructions interface data engineering data administration group various software developers resolve daily database issues troubleshoot issues stemming wide range errors problematic database scripts iis configuration windows application errors bachelors degree computer science business information systems engineering highly desired minimum handson oracle databases oracle oracle oracle c windows server basic understanding sdlc process communicate complex ideas verbally written format successful candidate subject background investigation government must able meet hold government clearance must us citizen must active secret clearance,database administration oracle servers crucial role install scripts software applications web application analyze define security develop queries apply patches test patch coordinate testers leads backup rollback recovery plans configure maintain support databases enterprise operations per instructions interface data engineering group various developers resolve daily issues troubleshoot stemming wide range errors problematic iis configuration windows bachelors degree computer science business information systems highly desired minimum handson c server basic understanding sdlc process communicate complex ideas verbally written format successful candidate subject background investigation government must able meet hold clearance us citizen active secret
164, Oracle    ,oracle,oracle
165,  Oracle    ,oracle,oracle
166, DoD 8570. 1-M IAT Level II certification.    Provide database administration and management support for Relational Database Management Systems  RDMS  in a Microsoft SQL Server-based environment hosting databases across the supported networks for SharePoint and various . NET applications.   ,dod iat level ii certification database administration management support relational database management systems rdms microsoft sql serverbased hosting databases across supported networks sharepoint various net applications,dod iat level ii certification database administration management support relational systems rdms microsoft sql serverbased hosting databases across supported networks sharepoint various net applications
167,"     Bachelor's Degree in Computer Science, or Bachelor's Degree in Information Technology, or Bachelor's Degree in Data Processing or related field.  Typically requires 3 years of experience in data warehouse design and maintenance.  Proficiency in database management.  Strong ability to read/write SQL queries.  Proficiency in Tableau or similar data visualization tool.  Working knowledge of basic statistics.  Highly data literate ~ Strong ability to dissect and analyze new data sources.  Proficiency in Microsoft Excel.  Proficiency in Microsoft Powerpoint.  Critical thinking and problem solving skills.  Ability to synthesize complex information.  Deliberate, thorough and detail oriented.  Ability to balance multiple tasks and prioritize effectively.  Strong written and verbal communication skills.  Strong teamwork skills.  Exposed to normal office environment.  Operates all equipment necessary to perform the job.  This job description indicates the general nature and level of work expected of the incumbent.  It is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities required of the incumbent.  Incumbent may be required to perform other related duties. ",bachelors degree computer science bachelors degree information technology bachelors degree data processing typically requires data warehouse design maintenance proficiency database management readwrite sql queries proficiency tableau similar data visualization tool basic statistics highly data literate dissect analyze data sources proficiency microsoft excel proficiency microsoft powerpoint critical thinking problem solving synthesize complex information deliberate thorough detail oriented balance multiple tasks prioritize effectively written verbal communication teamwork exposed normal office operates equipment necessary perform job job description indicates general nature level expected incumbent designed cover contain comprehensive listing activities duties responsibilities incumbent incumbent may perform duties,bachelors degree computer science information technology data processing typically requires warehouse design maintenance proficiency database management readwrite sql queries tableau similar visualization tool basic statistics highly literate dissect analyze sources microsoft excel powerpoint critical thinking problem solving synthesize complex deliberate thorough detail oriented balance multiple tasks prioritize effectively written verbal communication teamwork exposed normal office operates equipment necessary perform job description indicates general nature level expected incumbent designed cover contain comprehensive listing activities duties responsibilities may
168,"  Identify technical opportunities and risks to improve the overall quality and resiliency of applications in partnership with other development / Systems leaders Evaluating key technologies and driving thoughtful implementations.  Establish and operationalize process to support the adoption and governance of standard tools and technologies Assist product and technology leadership in making tradeoff decisions on design approaches and technology selections Ensure technology requirement and challenges are resolved in a consistent and timely manner Works closely with other business and systems partners to understand and anticipate efficient and cost effective technologies for business problems Provides leadership and guidance for database architecture design and development of high performance messaging, transaction/batch processing products and/or services by defining and developing database architectures, detailed designs specifications, development, implementations and successful delivery of the solution.  Works with developers, product managers, and customer application experts to define solutions, products and modules with required features and functionality.  Provides architectural guidance and leadership on best practices regarding software/database development, integrations and tools and technologies.  Works with the business and systems team to identify the right architecture for implementing new solutions, products and modules.  Develops technology blue-prints for solutions, products and services.  Design and develop Proof of Concepts  POCs  to validate suitability and viability of new technologies and solutions from both functional and technical perspectives.  At times will be hands on development on more complex deliverables.  Participates and/or monitors different technology industry standards groups to maintain strategic relations and represent BBH interests.  Supports development and governance of technology and architecture best practices and the solutions for adoptions.  Researches, evaluates new technologies/tools and software products to determine feasibility and desirability of incorporating their capabilities in line with the technology strategy of the organization.  Protectively researches, evaluates, tests emerging technologies and tools and presents/documents essential steps to integrate them into solutions/applications.  Supports the systems and business teams for estimates, analysis, design, development, performance, scalability and benchmark test guidance and providing subject matter expertise in technology and design.  Responsible for measuring and improving the systems - business cross team relationships Working with the business to ensure that systems response to the business requirements is appropriate facilitation of business advocacy within systems  BS/BA degree in Engineering and/or Computer Science or related work experience required, Masters Preferred.  Works closely with application developers, vendors, system administrators and auditors ensuring best practices for the physical database design, integrity, performance, and security management.  ",identify technical opportunities risks improve overall resiliency applications partnership development systems leaders evaluating key technologies driving thoughtful implementations establish operationalize process support adoption governance standard tools technologies assist product technology leadership making tradeoff decisions design approaches technology selections technology requirement challenges resolved consistent timely manner works closely business systems partners understand anticipate efficient cost effective technologies business problems provides leadership guidance database architecture design development performance messaging transactionbatch processing products andor services defining developing database architectures detailed designs specifications development implementations successful delivery solution works developers product managers customer application experts define solutions products modules features functionality provides architectural guidance leadership best practices regarding softwaredatabase development integrations tools technologies works business systems team identify right architecture implementing solutions products modules develops technology blueprints solutions products services design develop proof concepts pocs validate suitability viability technologies solutions functional technical perspectives times hands development complex deliverables participates andor monitors different technology industry standards groups maintain strategic relations represent bbh interests supports development governance technology architecture best practices solutions adoptions researches evaluates technologiestools software products determine feasibility desirability incorporating capabilities line technology strategy organization protectively researches evaluates tests emerging technologies tools presentsdocuments essential steps integrate solutionsapplications supports systems business teams estimates analysis design development performance scalability benchmark test guidance providing subject matter expertise technology design responsible measuring improving systems business cross team relationships business systems response business appropriate facilitation business advocacy within systems bsba degree engineering andor computer science masters works closely application developers vendors administrators auditors ensuring best practices physical database design integrity performance security management,identify technical opportunities risks improve overall resiliency applications partnership development systems leaders evaluating key technologies driving thoughtful implementations establish operationalize process support adoption governance standard tools assist product technology leadership making tradeoff decisions design approaches selections requirement challenges resolved consistent timely manner works closely business partners understand anticipate efficient cost effective problems provides guidance database architecture performance messaging transactionbatch processing products andor services defining developing architectures detailed designs specifications successful delivery solution developers managers customer application experts define solutions modules features functionality architectural best practices regarding softwaredatabase integrations team right implementing develops blueprints develop proof concepts pocs validate suitability viability functional perspectives times hands complex deliverables participates monitors different industry standards groups maintain strategic relations represent bbh interests supports adoptions researches evaluates technologiestools software determine feasibility desirability incorporating capabilities line strategy organization protectively tests emerging presentsdocuments essential steps integrate solutionsapplications teams estimates analysis scalability benchmark test providing subject matter expertise responsible measuring improving cross relationships response appropriate facilitation advocacy within bsba degree engineering computer science masters vendors administrators auditors ensuring physical integrity security management
169,"  Bachelor's degree or similar professional work experience 3+ years experience with relational databases  MySQL, MariaDB or Percona 3+ years experience of Linux operation Experience setting up monitoring and alerting for production database environments Excellent problem solving skills and talent for identifying creative solutions Exceptional communication and customer service skills  verbal/written    Use your subject matter expertise to provide proactive and reactive support to Appian customers and internal team members in diagnosing database related issues.  Implement industry best practices for consistent deployment of databases  currently MySQL  for production, pre-production and non-production environments.  Identify system enhancement and automation opportunities for monitoring applications as well as alerting and ensuring uptime.  Contribute to Appian Product strategy discussions and decisions on overall design and best approach for implementing Cloud solutions.  Software mindset for related to running large scale operations with a high quantity of databases and schemas.  Identify macro trends in customer product issues/pain and product supportability/documentation/training deficiencies.  Communicate these, with proposals for improvement, to Solution Engineering & Software Engineering leadership Lead the development of troubleshooting playbooks for common database related problems Contribute to a culture of advanced technical knowledge, customer service excellence and positive customer outcomes    Bachelor's degree or similar professional work experience 3+ years experience with relational databases  MySQL, MariaDB or Percona 3+ years experience of Linux operation Experience setting up monitoring and alerting for production database environments Excellent problem solving skills and talent for identifying creative solutions Exceptional communication and customer service skills  verbal/written  ",bachelors degree similar professional relational databases mysql mariadb percona linux operation setting monitoring alerting production database environments problem solving talent identifying creative solutions exceptional communication customer service verbalwritten use subject matter expertise proactive reactive support appian customers internal team members diagnosing database issues implement industry best practices consistent deployment databases currently mysql production preproduction nonproduction environments identify enhancement automation opportunities monitoring applications well alerting ensuring uptime contribute appian product strategy discussions decisions overall design best approach implementing cloud solutions software mindset running scale operations quantity databases schemas identify macro trends customer product issuespain product supportabilitydocumentationtraining deficiencies communicate proposals improvement solution engineering software engineering leadership lead development troubleshooting playbooks common database problems contribute culture advanced technical customer service excellence positive customer outcomes bachelors degree similar professional relational databases mysql mariadb percona linux operation setting monitoring alerting production database environments problem solving talent identifying creative solutions exceptional communication customer service verbalwritten,bachelors degree similar professional relational databases mysql mariadb percona linux operation setting monitoring alerting production database environments problem solving talent identifying creative solutions exceptional communication customer service verbalwritten use subject matter expertise proactive reactive support appian customers internal team members diagnosing issues implement industry best practices consistent deployment currently preproduction nonproduction identify enhancement automation opportunities applications well ensuring uptime contribute product strategy discussions decisions overall design approach implementing cloud software mindset running scale operations quantity schemas macro trends issuespain supportabilitydocumentationtraining deficiencies communicate proposals improvement solution engineering leadership lead development troubleshooting playbooks common problems culture advanced technical excellence positive outcomes
170," Bachelorâs Degree in Computer Science, Mathematics, Engineering or related field from an accredited institution is preferred with a minimum of seven  7  years of database administration experience; will consider directly related training, certifications and experience in lieu of a degree.  US Citizenship  Familiarity with FDA processes FDA customer experience and knowledge of their organizational structure Knowledge of ITIL processes and Agile methodologies   ",bachelors degree computer science mathematics engineering accredited institution minimum seven database administration consider directly training certifications lieu degree us citizenship familiarity fda processes fda customer organizational structure itil processes agile methodologies,bachelors degree computer science mathematics engineering accredited institution minimum seven database administration consider directly training certifications lieu us citizenship familiarity fda processes customer organizational structure itil agile methodologies
171,"     Bachelorâs Degree in information technology, computer science, or a related field.  7+ years of Oracle, development and production database administration.  Expert knowledge and experience with Oracle 12c.  Expert knowledge and experience with Oracle upgrades, patching, and troubleshooting.  Expert knowledge in modeling and creating data marts.  Expert knowledge and experience with Oracle DR solutions â Data Guard, Oracle Real Application Cluster  RAC , Automatic Storage Management  ASM , Performance Tuning  AWR, ADDM, and ASH , Grid Control  12c  Management, Data Warehouse, Partitioning, Security.  Knowledge of Streams, Networking, Compression.  Expert Knowledge and experience with monitoring and administration tools  OEM Grid .  Knowledge of Control, Quest, Toad, and SQL Developer.  Expert Knowledge about security hardening  encryption  Oracle databases.  Expert performance tuning of Oracle databases.  Advance knowledge of Z/OS 2. 2, Redhat Linux and MS Windows Server.  Proven analytical and problem-solving abilities.  Proven ability to manage multiple projects simultaneously in a deadline driven environment.  Strong experience in leading DBA teams to meet aggressive deadlines.  Outstanding time management and organization skills.  ",bachelors degree information technology computer science oracle development production database administration expert oracle c expert oracle upgrades patching troubleshooting expert modeling creating data marts expert oracle dr solutions data guard oracle real application cluster rac automatic storage management asm performance tuning awr addm ash grid control c management data warehouse partitioning security streams networking compression expert monitoring administration tools oem grid control quest toad sql developer expert security hardening encryption oracle databases expert performance tuning oracle databases advance zos redhat linux ms windows server proven analytical problemsolving abilities proven manage multiple projects simultaneously deadline driven leading dba teams meet aggressive deadlines outstanding time management organization,bachelors degree information technology computer science oracle development production database administration expert c upgrades patching troubleshooting modeling creating data marts dr solutions guard real application cluster rac automatic storage management asm performance tuning awr addm ash grid control warehouse partitioning security streams networking compression monitoring tools oem quest toad sql developer hardening encryption databases advance zos redhat linux ms windows server proven analytical problemsolving abilities manage multiple projects simultaneously deadline driven leading dba teams meet aggressive deadlines outstanding time organization
172," BS degree in a computer discipline or relevant certification.  Thorough understanding of computer systems.  In-depth understanding of database management systems, online analytical processing  OLAP  and ETL  Extract, transform, load  framework.  Understanding of the design and execution of Disaster Recovery planning and management.  Excellent knowledge of data backup, recovery, security, integrity and SQL.  Familiarity with database design, documentation and coding.  Familiarity with programming languages API.  Minimum of seven  7  years of similar or related experience.  Proven working experience as a Database administrator.  Experience with SQL Server stack  SSMS, SSIS, SSAS, and SSRS  Demonstrated experience with data warehouse design  e. g.  dimensional modeling  and data mining Experience developing & managing server clusters & load balancing Critical system uptime statistics  must be above 99. 75% .  Hands-on experience with database standards and end user application.  Previous experience with DBA case tools  frontend/backend  and third party tools Strong load balancing, clustering & DR background  Directly and through Developer s  builds database systems of high availability and quality depending on each areaâs specialized requirements.  Design and implement databases in accordance to end users information requirements.  Define users and enable data distribution to the right user, in an appropriate format and in a timely manner.  Use high-speed transaction recovery techniques and backup data.  Minimize database downtime and manage parameters to provide fast query responses.  Provide proactive and reactive data management support and training to users.  Determine, enforce, and document database policies, procedures, and standards.  Perform tests and evaluations regularly to ensure data security, privacy and integrity.  Monitor database performance, implement changes, and apply new patches and versions when required.  Manages projects to timelines and oversee the work of Developer s  to ensure quality and timely delivery of business intelligence.  Manage Databases through multiple product lifecycle environments; including development, research, and mission-critical production systems.  Configure and maintain database servers and processes; including monitoring, system health, and performance in order to ensure high performance, availability, and security.  Independently, or in conjunction with peers, analyze, solve, and correct issues in real time, providing end-to-end problem-solving.  Supervise, assist, and support development staff with tuning complex queries.  Generally supporting the delivery of high quality value and features.  Refine, automate, and advocate for automation, standardized processes, issue tracking, and change management.  Proactively identify issues, bottlenecks, gaps, or other areas of concern or opportunity and work to either directly affect change, or advocate for that change by working with peers and leadership to build consensus and take action.  Perform critical scheduled maintenance, deployment, and release support activities.  Participate in various projects requiring Database Administrator expertise.  Provide off-hours support for critical production systems BS degree in a computer discipline or relevant certification.  Thorough understanding of computer systems.  In-depth understanding of database management systems, online analytical processing  OLAP  and ETL  Extract, transform, load  framework.  Understanding of the design and execution of Disaster Recovery planning and management.  Excellent knowledge of data backup, recovery, security, integrity and SQL.  Familiarity with database design, documentation and coding.  Familiarity with programming languages API.  Minimum of seven  7  years of similar or related experience.  Proven working experience as a Database administrator.  Experience with SQL Server stack  SSMS, SSIS, SSAS, and SSRS  Demonstrated experience with data warehouse design  e. g.  dimensional modeling  and data mining Experience developing & managing server clusters & load balancing Critical system uptime statistics  must be above 99. 75% .  Hands-on experience with database standards and end user application.  Previous experience with DBA case tools  frontend/backend  and third party tools Strong load balancing, clustering & DR background  ",bs degree computer discipline relevant certification thorough understanding computer systems indepth understanding database management systems online analytical processing olap etl extract transform load framework understanding design execution disaster recovery planning management data backup recovery security integrity sql familiarity database design documentation coding familiarity programming languages api minimum seven similar proven database administrator sql server stack ssms ssis ssas ssrs demonstrated data warehouse design e g dimensional modeling data mining developing managing server clusters load balancing critical uptime statistics must handson database standards end user application previous dba case tools frontendbackend third party tools load balancing clustering dr background directly developer builds database systems availability depending areas specialized design implement databases accordance end users information define users enable data distribution right user appropriate format timely manner use highspeed transaction recovery techniques backup data minimize database downtime manage parameters fast query responses proactive reactive data management support training users determine enforce document database policies procedures standards perform tests evaluations regularly data security privacy integrity monitor database performance implement changes apply patches versions manages projects timelines oversee developer timely delivery business intelligence manage databases multiple product lifecycle environments development research missioncritical production systems configure maintain database servers processes monitoring health performance order performance availability security independently conjunction peers analyze solve correct issues real time providing endtoend problemsolving supervise assist support development staff tuning complex queries generally supporting delivery value features refine automate advocate automation standardized processes issue tracking change management proactively identify issues bottlenecks gaps areas concern opportunity either directly affect change advocate change peers leadership build consensus take action perform critical scheduled maintenance deployment release support activities participate various projects requiring database administrator expertise offhours support critical production systems bs degree computer discipline relevant certification thorough understanding computer systems indepth understanding database management systems online analytical processing olap etl extract transform load framework understanding design execution disaster recovery planning management data backup recovery security integrity sql familiarity database design documentation coding familiarity programming languages api minimum seven similar proven database administrator sql server stack ssms ssis ssas ssrs demonstrated data warehouse design e g dimensional modeling data mining developing managing server clusters load balancing critical uptime statistics must handson database standards end user application previous dba case tools frontendbackend third party tools load balancing clustering dr background,bs degree computer discipline relevant certification thorough understanding systems indepth database management online analytical processing olap etl extract transform load framework design execution disaster recovery planning data backup security integrity sql familiarity documentation coding programming languages api minimum seven similar proven administrator server stack ssms ssis ssas ssrs demonstrated warehouse e g dimensional modeling mining developing managing clusters balancing critical uptime statistics must handson standards end user application previous dba case tools frontendbackend third party clustering dr background directly developer builds availability depending areas specialized implement databases accordance users information define enable distribution right appropriate format timely manner use highspeed transaction techniques minimize downtime manage parameters fast query responses proactive reactive support training determine enforce document policies procedures perform tests evaluations regularly privacy monitor performance changes apply patches versions manages projects timelines oversee delivery business intelligence multiple product lifecycle environments development research missioncritical production configure maintain servers processes monitoring health order independently conjunction peers analyze solve correct issues real time providing endtoend problemsolving supervise assist staff tuning complex queries generally supporting value features refine automate advocate automation standardized issue tracking change proactively identify bottlenecks gaps concern opportunity either affect leadership build consensus take action scheduled maintenance deployment release activities participate various requiring expertise offhours
173,"3 or more years of SQL and/or SOQL experience with expert proficiency in designing and executing complex queries/macros/processes 5 or more years of experience in a relevant CRM/MAP administration role with a deep understanding of lead-to-revenue demand funnels and reporting  B2B experience preferred  3 or more years as a Marketo Certified Expert Salesforce Certified Administrator status a bonus A team player with extremely strong data mining, communication and interpersonal skills In-depth understanding of email deliverability requirements and processes In-depth understanding of email and data privacy regulations in North America, EMEA, Australia and Mexico Demonstrated ability to execute multiple successful projects with minimal supervision in a fast-paced environment Demonstrated ability to train others in the use of Marketo and other marketing applications Quantitative skills and an understanding of statistical methods Strong data analytics background BS Degree in Business, Marketing, Information Science or equivalent  Leverage your Marketo and Salesforce administration experience to manage the day-to-day operations and health of the marketing database.  Manage permissions and roles for all users.  Create targeted lists and complex segmentations.  Monitor email deliverability and list hygiene to maximize email performance and minimize unsubscribes and the risk of blacklisting.  Define and optimize key performance metrics and prepare relevant dashboards to share results across the team and report up to senior management.  Collaborate with other marketing teams to optimize email templates, landing pages, forms, reports and other related infrastructure to support campaigns.  Manage compliance with applicable laws and regulations including GDPR, CASTL and German Privacy Act  Bundesdatenschutzgesetz â BDSG .  Set-up new API integrations; manage existing integrations and custom API web services.  Collaborate with the Sales Ops team on the data flows between Marketo and SalesForce.  Assist with lead database management; data normalization, custom fields, attributions, tags, etcâ¦ Work cross-functionally with outside consulting firm responsible for MAP architecture as it relates to CRM integration and the companyâs marketing analytics infrastructure.  Troubleshoot CRM errors, designing and implementing long-term solutions in accordance with existing requirements/structure.  Demonstrate strong business and analytical acumen when reviewing data for inconsistencies or anomalies.  Apply analytical and programming skills to mine the marketing database for insights.  Employ expert knowledge of the Salesforce Object Query Language  SOQL  to respond to ad hoc requests for data analysis from the marketing team and other stakeholders.  Perform database audits that includes review of business rules, data validation and augmentation, merging and purging duplicate records, etcâ¦ Gather information from stakeholders to determine requirements for data requests.  Represent the marketing team in a future project to create a company-wide data lake.   ",sql andor soql expert proficiency designing executing complex queriesmacrosprocesses relevant crmmap administration role deep understanding leadtorevenue demand funnels reporting bb marketo certified expert salesforce certified administrator status bonus team player extremely data mining communication interpersonal indepth understanding email deliverability processes indepth understanding email data privacy regulations north america emea australia mexico demonstrated execute multiple successful projects minimal supervision fastpaced demonstrated train others use marketo marketing applications quantitative understanding statistical methods data analytics background bs degree business marketing information science leverage marketo salesforce administration manage daytoday operations health marketing database manage permissions roles users create targeted lists complex segmentations monitor email deliverability list hygiene maximize email performance minimize unsubscribes risk blacklisting define optimize key performance metrics prepare relevant dashboards share results across team report senior management collaborate marketing teams optimize email templates landing pages forms reports infrastructure support campaigns manage compliance applicable laws regulations gdpr castl german privacy act bundesdatenschutzgesetz bdsg setup api integrations manage existing integrations custom api web services collaborate sales ops team data flows marketo salesforce assist lead database management data normalization custom fields attributions tags crossfunctionally outside consulting firm responsible map architecture relates crm integration companys marketing analytics infrastructure troubleshoot crm errors designing implementing longterm solutions accordance existing requirementsstructure demonstrate business analytical acumen reviewing data inconsistencies anomalies apply analytical programming mine marketing database insights employ expert salesforce object query language soql respond ad hoc requests data analysis marketing team stakeholders perform database audits includes review business rules data validation augmentation merging purging duplicate records gather information stakeholders determine data requests represent marketing team future project create companywide data lake,sql andor soql expert proficiency designing executing complex queriesmacrosprocesses relevant crmmap administration role deep understanding leadtorevenue demand funnels reporting bb marketo certified salesforce administrator status bonus team player extremely data mining communication interpersonal indepth email deliverability processes privacy regulations north america emea australia mexico demonstrated execute multiple successful projects minimal supervision fastpaced train others use marketing applications quantitative statistical methods analytics background bs degree business information science leverage manage daytoday operations health database permissions roles users create targeted lists segmentations monitor list hygiene maximize performance minimize unsubscribes risk blacklisting define optimize key metrics prepare dashboards share results across report senior management collaborate teams templates landing pages forms reports infrastructure support campaigns compliance applicable laws gdpr castl german act bundesdatenschutzgesetz bdsg setup api integrations existing custom web services sales ops flows assist lead normalization fields attributions tags crossfunctionally outside consulting firm responsible map architecture relates crm integration companys troubleshoot errors implementing longterm solutions accordance requirementsstructure demonstrate analytical acumen reviewing inconsistencies anomalies apply programming mine insights employ object query language respond ad hoc requests analysis stakeholders perform audits includes review rules validation augmentation merging purging duplicate records gather determine represent future project companywide lake
174,"  BA/BS degree required, related graduate degree preferred.  4 to 7 years full-time work experience  pharma, retail and/or automotive experience a plus .  Highly organized and rigorous thinking, able to solve problems diligently and creatively.  Detail oriented, able to record and track content from meetings and discussions Excellent communication and client management skills, able to present information clearly and succinctly to clients, including the ability to write client deliverables that demonstrate value and communicate complex subjects in a clear and concise fashion and that are easy to act upon by client executives.  Strong interest and skills in marketing data and marketing databases, including survey data capture, database structure and reporting/analysis Excellent software skills, i. e.  fluency in at least one programming language and/or analytics package  preferably SAS and SQL ; business intellegence tool  e. g.  Business Objects, MicroStrategy, Spotfire, or Tableau  experience is a plus Excellent in data analysis, using programs such as Excel, Access, SQL, SAS, SPSS, etc.  Genuine team player, able to work well and pleasantly in a team and work independently for the team.     ",babs degree graduate degree fulltime pharma retail andor automotive plus highly organized rigorous thinking able solve problems diligently creatively detail oriented able record track content meetings discussions communication client management able present information clearly succinctly clients write client deliverables demonstrate value communicate complex subjects clear concise fashion easy act upon client executives interest marketing data marketing databases survey data capture database structure reportinganalysis software e fluency least one programming language andor analytics package preferably sas sql business intellegence tool e g business objects microstrategy spotfire tableau plus data analysis programs excel access sql sas spss genuine team player able well pleasantly team independently team,babs degree graduate fulltime pharma retail andor automotive plus highly organized rigorous thinking able solve problems diligently creatively detail oriented record track content meetings discussions communication client management present information clearly succinctly clients write deliverables demonstrate value communicate complex subjects clear concise fashion easy act upon executives interest marketing data databases survey capture database structure reportinganalysis software e fluency least one programming language analytics package preferably sas sql business intellegence tool g objects microstrategy spotfire tableau analysis programs excel access spss genuine team player well pleasantly independently
175,"     3-5 years of experience in marketing automation, database management, or marketing operations ",marketing automation database management marketing operations,marketing automation database management operations
176," Active Secret clearance  Database administration on Oracle servers Database administration on SQL Server Install database scripts and software applications on both database and web application servers Analyze and define database and security requirements Develop database queries and apply patches in test and patch environment Coordinate with Testers and Test Leads for backup, rollback and recovery plans Configure, maintain, and support databases in an enterprise operations environment per application instructions or requirements Support Data-at-Rest encryption  TDE  Support Oracle Golden Gate data replication Interface with the production support team and software developers to resolve daily database issues Troubleshoot issues stemming from a wide range of errors including problematic database scripts, IIS configuration, Windows application errors, etc.    ",active secret clearance database administration oracle servers database administration sql server install database scripts software applications database web application servers analyze define database security develop database queries apply patches test patch coordinate testers test leads backup rollback recovery plans configure maintain support databases enterprise operations per application instructions support dataatrest encryption tde support oracle golden gate data replication interface production support team software developers resolve daily database issues troubleshoot issues stemming wide range errors problematic database scripts iis configuration windows application errors,active secret clearance database administration oracle servers sql server install scripts software applications web application analyze define security develop queries apply patches test patch coordinate testers leads backup rollback recovery plans configure maintain support databases enterprise operations per instructions dataatrest encryption tde golden gate data replication interface production team developers resolve daily issues troubleshoot stemming wide range errors problematic iis configuration windows
